text,filter_text,intent,is_diff,relabel_intent,tag
xin chào t thấy bóng vách 2 đang có vấn đề bạn kiểm tra giúp với trong hè nhé,xin chào t thấy đang có vấn đề bạn kiểm tra giúp với trong nhé,smart.home.check.status,True,smart.home.device.onoff,O O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O O O O O B-roomroom O
thông báo bóng hắt tường thứ 4,thông báo,smart.home.check.status,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice
kiểm tra đèn quảng cáo giúp tôi,kiểm tra giúp tôi,smart.home.check.status,0,smart.home.check.status,O O B-devicedevice I-devicedevice I-devicedevice O O
xin chào hãy kiểm tra hộ mình nút ấn với,xin chào hãy kiểm tra hộ mình với,smart.home.check.status,0,smart.home.check.status,O O O O O O O B-devicedevice I-devicedevice O
xin chào t thấy đèn màu đang có vấn đề bạn kiểm tra giúp với trong nhà xe 5 nhé,xin chào t thấy đang có vấn đề bạn kiểm tra giúp với trong nhé,smart.home.check.status,True,smart.home.device.onoff,O O O O B-devicedevice I-devicedevice O O O O O O O O O O B-roomroom I-roomroom I-roomroom O
kiểm tra cho mình bóng làm việc 1 nhé chắc bị trục trặc gì rồi,kiểm tra cho mình nhé chắc bị trục trặc gì rồi,smart.home.check.status,0,smart.home.check.status,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O
màn cửa đôi 1 tắt hoặc bật ah,tắt hoặc bật ah,smart.home.check.status,True,smart.home.device.onoff,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-statusstatus I-statusstatus I-statusstatus O
bạn kiểm tra giúp mình thiết bị đèn vách ở phòng chính 4 nhé,bạn kiểm tra giúp mình thiết bị ở nhé,smart.home.check.status,0,smart.home.check.status,O O O O O O O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O
kiểm tra bóng học phòng ủi,kiểm tra,smart.home.check.status,True,smart.home.device.onoff,O O B-devicedevice I-devicedevice B-roomroom I-roomroom
kiểm tra giúp anh đồ ở phòng nữ nhé,kiểm tra giúp anh đồ ở nhé,smart.home.check.status,True,smart.home.device.onoff,O O O O O O B-roomroom I-roomroom O
kiểm tra trạng thái của thiết bị device là đèn sân thứ 2 room là hành lang 5 nhé bạn eei,kiểm tra trạng thái của thiết bị device là room là nhé bạn eei,smart.home.check.status,0,smart.home.check.status,O O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-roomroom I-roomroom I-roomroom O O O
kiếm tra giúp mình trạng thái của thiết bị cột đèn 1 ở sân trước nhée,kiếm tra giúp mình trạng thái của thiết bị ở nhée,smart.home.check.status,0,smart.home.check.status,O O O O O O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O
kiểm tra trạng thái đèn tranh,kiểm tra trạng thái,smart.home.check.status,0,smart.home.check.status,O O O O B-devicedevice I-devicedevice
hey kiểm tra giúp tôi trạng thái của bóng để bàn thứ 3 với,hey kiểm tra giúp tôi trạng thái của với,smart.home.check.status,0,smart.home.check.status,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O
bạn thay đổi màu sắc giúp mình màn cửa thứ 2 với,bạn thay đổi màu sắc giúp mình với,smart.home.set.color,0,smart.home.set.color,O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O
cài đặt thiết bị đèn thả 4 sang xanh lam ở hè sau 5 and tầng thượng 10,cài đặt thiết bị sang xanh lam ở and tầng thượng,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O B-roomroom I-roomroom I-roomroom O B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
xin chào mình cần chạy màu đèn treo tường 3 sang màu đỏ,xin chào mình cần chạy màu sang màu đỏ,smart.home.set.color,0,smart.home.set.color,O O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-colorcolor
trợ lý fuck boi khởi chạy cho anh bóng để bàn sang màu xanh da trời trên sảnh 3 tầng hầm 4,trợ lý fuck boi khởi chạy cho anh sang màu xanh da trời trên tầng hầm,smart.home.set.color,True,smart.home.device.onoff,O O O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O O B-colorcolor I-colorcolor I-colorcolor O B-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
tôi cần đổi màu sắc màu đèn quảng cáo sang màu tía,tôi cần đổi màu sắc màu sang màu tía,smart.home.set.color,0,smart.home.set.color,O O B-commandcommand I-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor
thay đổi màu sắc màn cửa đôi 4 phòng thu 3 tầng trệt 6 màu màu hồng,thay đổi màu sắc tầng trệt màu màu hồng,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand I-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-colorcolor I-colorcolor
tôi muốn bắt đầu của bóng hắt trợ lí cute,tôi muốn bắt đầu của trợ lí cute,smart.home.set.color,0,smart.home.set.color,O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice O O O
hãy đổi phòng họp gia đình màu đỏ,hãy đổi màu đỏ,smart.home.set.color,True,smart.home.device.onoff,O B-commandcommand B-roomroom I-roomroom I-roomroom I-roomroom B-colorcolor I-colorcolor
trợ lý béo thiết lập của bóng đứng thứ 2 sang màu màu cam ở tầng hầm 1 phòng xông hơi 3 giúp anh,trợ lý béo thiết lập của sang màu màu cam ở tầng hầm giúp anh,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-colorcolor I-colorcolor O B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber B-roomroom I-roomroom I-roomroom I-roomroom O O
giúp tôi kích hoạt bóng sân màu lam,giúp tôi kích hoạt màu lam,smart.home.set.color,True,smart.home.device.onoff,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice O B-colorcolor
bạn khởi chạy màu bóng hoa giúp mình nha,bạn khởi chạy màu giúp mình nha,smart.home.set.color,0,smart.home.set.color,O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice O O O
đặt bóng vách 4 phòng bếp 1 sang màu xanh lá giúp tôi,đặt sang màu xanh lá giúp tôi,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-colorcolor I-colorcolor I-colorcolor O O
chuyển màn cuốn 1 sang trắng,chuyển sang trắng,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor
thay đổi màu của vô tuyến 1 sang màu lam ở cổng 5 tầng hầm 5,thay đổi màu của sang màu lam ở tầng hầm,smart.home.set.color,0,smart.home.set.color,O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O B-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
bạn giúp tôi chuyển màu bóng đèn ốp trần 4 thành tím nhé,bạn giúp tôi chuyển màu bóng thành tím nhé,smart.home.set.color,0,smart.home.set.color,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor O
command thiết bị đèn compact 2 sang tía ở hiên sau and tầng 3,command thiết bị sang tía ở and tầng,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor O B-roomroom I-roomroom O B-floornumberfloornumber I-floornumberfloornumber
hãy thiết lập nhà bếp 2 xanh nước biển,hãy thiết lập xanh nước biển,smart.home.set.color,True,smart.home.device.onoff,O B-commandcommand I-commandcommand B-roomroom I-roomroom I-roomroom B-colorcolor I-colorcolor I-colorcolor
chỉnh quạt màu màu xanh da trời,chỉnh màu màu xanh da trời,smart.home.set.color,0,smart.home.set.color,B-commandcommand B-devicedevice O B-colorcolor I-colorcolor I-colorcolor I-colorcolor
bắt đầu cái bóng học hộ bạn với,bắt đầu cái hộ bạn với,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand O B-devicedevice I-devicedevice O O O
giúp tôi command loa còi 4 màu màu tím,giúp tôi command màu màu tím,smart.home.set.color,0,smart.home.set.color,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor
tôi muốn chỉnh của quạt thông gió thứ 1 trợ lí cute,tôi muốn chỉnh của trợ lí cute,smart.home.set.color,0,smart.home.set.color,O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O
command quạt thông gió sáng màu violet,command sáng màu violet,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor
bắt đầu đèn trang trí thứ 3 phòng đọc sách tầng 7 màu màu xanh nước biển,bắt đầu tầng màu màu xanh nước biển,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber O B-colorcolor I-colorcolor I-colorcolor I-colorcolor
chạy hắt trần sáng màu xám,chạy sáng màu xám,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice O B-colorcolor I-colorcolor
bắt đầu bóng ốp trần màu lục,bắt đầu màu lục,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-colorcolor I-colorcolor
thay đổi màu sắc đèn rọi thứ 4 thành xám,thay đổi màu sắc thành xám,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand I-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor
chào bạn thiết lập giúp mình màu sắc của công tắc sang màu tím với,chào bạn thiết lập giúp mình màu sắc của sang màu tím với,smart.home.set.color,0,smart.home.set.color,O O B-commandcommand I-commandcommand O O O O O B-devicedevice I-devicedevice O B-colorcolor I-colorcolor O
khởi chạy của rèm đơn sang màu đỏ giúp mình,khởi chạy của sang màu đỏ giúp mình,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand O B-devicedevice I-devicedevice O B-colorcolor I-colorcolor O O
tôi muốn đổi màu sắc của rèm ngang 4 trợ lí cute,tôi muốn đổi màu sắc của trợ lí cute,smart.home.set.color,0,smart.home.set.color,O O B-commandcommand I-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice O O O
cửa cuốn thứ 4 tía,tía,smart.home.set.color,True,smart.home.device.onoff,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-colorcolor
bạn giúp tôi chuyển màu bóng hắt tường 4 thành tím nhé,bạn giúp tôi chuyển màu bóng thành tím nhé,smart.home.set.color,0,smart.home.set.color,O O O O O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor O
hãy kích hoạt ga ra màu tía,hãy kích hoạt màu tía,smart.home.set.color,True,smart.home.device.onoff,O B-commandcommand I-commandcommand B-roomroom I-roomroom B-colorcolor I-colorcolor
bóng thờ đỏ,đỏ,smart.home.set.color,True,smart.home.device.onoff,B-devicedevice I-devicedevice B-colorcolor
em ơi có thể thay tvs 1 sang xám không,em ơi có thể thay sang xám không,smart.home.set.color,0,smart.home.set.color,O O O O B-commandcommand B-devicedevice I-devicedevice O B-colorcolor O
thiết lập quạt trần phòng sinh hoạt chung 3 tầng thượng 8 sang màu lục,thiết lập tầng thượng sang màu lục,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-colorcolor I-colorcolor
bật đèn quảng cáo sáng màu hồng,bật sáng màu hồng,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor
bạn giúp mình command màu rèm đơn nhé,bạn giúp mình command màu nhé,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand O B-devicedevice I-devicedevice O
đổi màu nút ấn 2 phòng ăn tối 3 thành lam,đổi màu thành lam,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-colorcolor
thiết lập đèn màu sắc 2 phòng bố mẹ sang màu xám giúp tôi,thiết lập sang màu xám giúp tôi,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-colorcolor I-colorcolor O O
anh muốn em chế độ cho anh cái âm thanh đa vùng sang màu cam nhé,anh muốn em chế độ cho anh cái sang màu cam nhé,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O
cài đặt cảnh 1 thành xanh nước biển,cài đặt thành xanh nước biển,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice O B-colorcolor I-colorcolor I-colorcolor
nút nhấn phòng đọc sách màu màu lam,màu màu lam,smart.home.set.color,0,smart.home.set.color,B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-colorcolor I-colorcolor
em ơi có thể thay đổi bóng trụ cổng sang trắng không,em ơi có thể thay đổi sang trắng không,smart.home.set.color,0,smart.home.set.color,O O O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor O
bạn giúp mình đổi màu sắc màu đèn tiết kiệm điện 3 nhé,bạn giúp mình đổi màu sắc màu nhé,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O
bạn giúp tôi chuyển màu bóng bóng treo tường 3 thành xanh lam nhé,bạn giúp tôi chuyển màu bóng thành xanh lam nhé,smart.home.set.color,0,smart.home.set.color,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O
khởi chạy máy lạnh thứ 1 phòng đợi thành màu violet,khởi chạy thành màu violet,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-colorcolor I-colorcolor
kích hoạt cái điều hòa 3 hộ bạn với,kích hoạt cái hộ bạn với,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice O O O
thiết lập bóng sợi đốt thứ 4 phòng con 5 sang màu xanh da trời giúp tôi,thiết lập sang màu xanh da trời giúp tôi,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-colorcolor I-colorcolor I-colorcolor I-colorcolor O O
thay đổi màu màu xanh nước biển bóng sợi đốt 2 phòng đọc lầu trệt 4,thay đổi màu màu xanh nước biển lầu trệt,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand O B-colorcolor I-colorcolor I-colorcolor I-colorcolor B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
anh muốn em đổi màu sắc cho anh cái ti vi 2 sang màu xanh lá nhé,anh muốn em đổi màu sắc cho anh cái sang màu xanh lá nhé,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand I-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor I-colorcolor O
thay đổi màu sắc bóng thả 1 phòng dành cho nữ 4 sang xanh da trời giúp tôi,thay đổi màu sắc sang xanh da trời giúp tôi,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand I-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O B-colorcolor I-colorcolor I-colorcolor O O
command điện thứ 1 màu màu tím,command màu màu tím,smart.home.set.color,0,smart.home.set.color,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor
chỉnh bình nóng lạnh 3 tủ giữ đồ 4 xanh nước biển được không,chỉnh xanh nước biển được không,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom B-colorcolor I-colorcolor I-colorcolor O O
chế độ cái tivi 1 hộ bạn với,chế độ cái hộ bạn với,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand O B-devicedevice I-devicedevice O O O
đổi màu tvs thứ 3 sang màu violet giúp tôi,đổi màu sang màu violet giúp tôi,smart.home.set.color,0,smart.home.set.color,O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O O
chào bạn chế độ giúp mình màu sắc của vô tuyến 4 sang tía với,chào bạn chế độ giúp mình màu sắc của sang tía với,smart.home.set.color,0,smart.home.set.color,O O B-commandcommand I-commandcommand O O O O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor O
tôi cần thiết lập màu quạt hút mùi thứ 4 sang màu lục,tôi cần thiết lập màu sang màu lục,smart.home.set.color,0,smart.home.set.color,O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor
kích hoạt đèn nhiều màu thứ 4 sang xanh lam,kích hoạt sang xanh lam,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor
đổi màu màu màu xám bóng hắt 3 thư viện tầng thượng 4,đổi màu màu màu xám tầng thượng,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand O B-colorcolor I-colorcolor B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
đổi màu đèn treo tường thứ 4 sang xám giúp tôi,đổi màu sang xám giúp tôi,smart.home.set.color,0,smart.home.set.color,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor O O
em ơi có thể khởi chạy quạt sang trắng không,em ơi có thể khởi chạy sang trắng không,smart.home.set.color,0,smart.home.set.color,O O O O B-commandcommand I-commandcommand B-devicedevice O B-colorcolor O
thiết lập đèn màu sắc 4 phòng nghỉ ngơi 4 sang màu cam giúp tôi,thiết lập sang màu cam giúp tôi,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-colorcolor I-colorcolor O O
hãy giúp tôi đổi màu sắc màu đèn thả 1 thành màu xanh nước biển ở phòng ngủ con trai lầu trệt 8,hãy giúp tôi đổi màu sắc màu thành màu xanh nước biển ở lầu trệt,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor I-colorcolor I-colorcolor O B-roomroom I-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
thay đổi màu sắc bóng sưởi ở phòng lầu 8 sang màu hồng,thay đổi màu sắc ở lầu sang màu hồng,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand I-commandcommand I-commandcommand B-devicedevice I-devicedevice O B-roomroom B-floornumberfloornumber I-floornumberfloornumber O B-colorcolor I-colorcolor
chạy bóng thờ nhà xe 3 lầu thượng 2 màu tím,chạy lầu thượng màu tím,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-colorcolor
trợ lý fuck boi bắt đầu cho anh màn cửa đơn thứ 3 sang màu màu lam trên ga ra lầu thượng 7,trợ lý fuck boi bắt đầu cho anh sang màu màu lam trên lầu thượng,smart.home.set.color,0,smart.home.set.color,O O O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-colorcolor I-colorcolor O B-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
màu đỏ là màu của đèn tròn 2,màu đỏ là màu của,smart.home.set.color,0,smart.home.set.color,B-colorcolor I-colorcolor O O O B-devicedevice I-devicedevice I-devicedevice
hãy chế độ phòng khách 4 màu xanh lá,hãy chế độ màu xanh lá,smart.home.set.color,True,smart.home.device.onoff,O B-commandcommand I-commandcommand B-roomroom I-roomroom I-roomroom B-colorcolor I-colorcolor I-colorcolor
kích hoạt loa phòng ngủ các con xanh da trời được không,kích hoạt xanh da trời được không,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom B-colorcolor I-colorcolor I-colorcolor O O
anh muốn em command cho anh cái bóng hắt tường thứ 3 sang màu tía nhé,anh muốn em command cho anh cái sang màu tía nhé,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O
thay đổi cho mình động cơ thứ 2 sang màu xanh da trời nhé,thay đổi cho mình sang màu xanh da trời nhé,smart.home.set.color,0,smart.home.set.color,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor I-colorcolor I-colorcolor O
thay đổi mọi quạt trần thứ 2 màu lam,thay đổi mọi màu lam,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-allall B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor
bạn giúp mình thiết lập màu máy lạnh 3 nhé,bạn giúp mình thiết lập màu nhé,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice O
thay thay đổi thiết bị đèn thờ bạn nhé,thay thay đổi thiết bị bạn nhé,smart.home.set.color,True,smart.home.device.onoff,O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice O O
bạn giúp mình đổi màu đèn ốp trần sang đỏ nhá,bạn giúp mình đổi màu sang đỏ nhá,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor O
thay đổi màu sắc đèn bếp đỏ,thay đổi màu sắc đỏ,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand I-commandcommand I-commandcommand B-devicedevice I-devicedevice B-colorcolor
bắt đầu bóng hắt tường ở phòng đọc sách lầu trệt 3 sang màu xanh da trời,bắt đầu ở lầu trệt sang màu xanh da trời,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-colorcolor I-colorcolor I-colorcolor I-colorcolor
bạn khởi chạy màu cửa cuốn giúp mình nha,bạn khởi chạy màu giúp mình nha,smart.home.set.color,0,smart.home.set.color,O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice O O O
xin chào mình cần khởi chạy màu đèn để bàn thứ 2 sang màu tím,xin chào mình cần khởi chạy màu sang màu tím,smart.home.set.color,0,smart.home.set.color,O O O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-colorcolor
cài đặt bình nóng lạnh 3 trắng,cài đặt trắng,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-colorcolor
khởi chạy kiểng màu xanh nước biển,khởi chạy màu xanh nước biển,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice O B-colorcolor I-colorcolor I-colorcolor
màu xanh nước biển là màu của bóng huỳnh quang,màu xanh nước biển là màu của,smart.home.set.color,0,smart.home.set.color,B-colorcolor I-colorcolor I-colorcolor I-colorcolor O O O B-devicedevice I-devicedevice I-devicedevice
thay command thiết bị bóng rủ 4 bạn nhé,thay command thiết bị bạn nhé,smart.home.set.color,True,smart.home.device.onoff,O B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O O
màu xanh lá là màu của bòng hắt trần 3,màu xanh lá là màu của,smart.home.set.color,0,smart.home.set.color,B-colorcolor I-colorcolor I-colorcolor O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice
chuyển đèn hắt tường thứ 2 phòng nghỉ ngơi 1 tầng 10 sang lam,chuyển tầng sang lam,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber O B-colorcolor
bạn giúp mình đổi màu sắc màu bóng hắt nhé,bạn giúp mình đổi màu sắc màu nhé,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand I-commandcommand O B-devicedevice I-devicedevice O
bóng kiểng 1 garage màu xám,màu xám,smart.home.set.color,True,smart.home.device.onoff,B-devicedevice I-devicedevice I-devicedevice B-roomroom O B-colorcolor
màu tía là màu của quạt hút mùi thứ 2,màu tía là màu của,smart.home.set.color,0,smart.home.set.color,B-colorcolor I-colorcolor O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice
đổi màu màu màu tím động cơ 3 phòng chánh lầu trệt 3,đổi màu màu màu tím lầu trệt,smart.home.set.color,0,smart.home.set.color,B-commandcommand I-commandcommand O B-colorcolor I-colorcolor B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
anh muốn em bật cho anh cái màn cửa đơn thứ 2 sang màu đỏ nhé,anh muốn em bật cho anh cái sang màu đỏ nhé,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O
hãy giúp tôi bắt đầu màu đèn sắc màu 4 thành màu xám ở sân vườn 5 lầu thượng 1,hãy giúp tôi bắt đầu màu thành màu xám ở lầu thượng,smart.home.set.color,0,smart.home.set.color,O O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O B-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber
đổi màu bóng ốp tường thứ 1 sang màu lục giúp tôi,đổi màu sang màu lục giúp tôi,smart.home.set.color,0,smart.home.set.color,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O O
bắt đầu vô tuyến thứ 1 phòng chờ tầng trệt 10 sang màu violet,bắt đầu tầng trệt sang màu violet,smart.home.set.color,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-colorcolor I-colorcolor
