text,tag,intent
hãng hàng không nào phục vụ huế,O O O O O O B-city_name,airline
tôi muốn một chuyến bay của hãng hàng không jetstar giữa hà nội và thành phố vinh,O O O O O O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
hãng hàng không jetstar có chuyến bay từ lisbon đến thessaloniki tạm dừng ở viên và phục vụ bữa trưa không,B-airline_name I-airline_name I-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O O O B-meal_description I-meal_description O,flight
tôi muốn tìm một chuyến bay thẳng từ hà nội đến maldives khởi hành vào buổi chiều và đến maldives trước buổi tối,O O O O O O B-flight_stop O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.period_of_day I-arrive_time.period_of_day O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,flight
cho tôi biết các chuyến bay từ hà nội đến huế vào thứ tư,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
cho tôi biết các chuyến bay từ hà nội đến thành phố hồ chí minh của vietnam airlines,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name,flight
cho tôi biết tất cả các chuyến bay một chiều từ buôn ma thuột đến cam ranh,O O O O O O O O B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
có chuyến bay nào của hãng hàng không jetstar từ hà nội đến huế không,O O O O O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,flight
thế còn bay từ huế ra hà nội vào ngày hai mươi bảy tháng tư thì sao,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O,flight
giá vé từ hà nội đến rạch giá là bao nhiêu,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O,airfare
những chuyến bay nào của bamboo airways rời huế trước giữa trưa,O O O O O B-airline_name I-airline_name O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
tôi cần bay từ buôn ma thuột đến cần thơ và khởi hành vào buổi chiều,O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-depart_time.period_of_day I-depart_time.period_of_day,flight
phương tiện giao thông đường bộ nào có thể sử dụng được ở đà nẵng vào ngày kia,O O O O O O O O O O O O O B-city_name I-city_name O B-today_relative I-today_relative,ground_service
những hãng hàng không nào có các chuyến bay từ hà nội đến maldives,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,airline
những chuyến bay nào bay từ hạ long đến huế,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
máy bay nào được sử dụng trong chuyến bay jetstar 1222 từ thành phố đồng hới đến rạch giá,O O O O O O O O O B-airline_name B-flight_number O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,aircraft
liệt kê tất cả các chuyến bay của jetstar rời huế và đến côn đảo vào trước giữa trưa ngày thứ hai,O O O O O O O O B-airline_name O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name I-arrive_date.day_name,flight
vào ngày mùng 4 tháng 9 tôi sẽ đi từ buôn ma thuột đến hạ long bạn có thể cho tôi biết chuyến bay nào có giá vé rẻ nhất không,O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O O O O O O B-cost_relative I-cost_relative O,flight
có những loại phương tiện giao thông đường bộ nào sẵn có tại sân bay zurich,O O O O O O O O O O O O O B-airport_name I-airport_name I-airport_name,ground_service
cho tôi biết thông tin về các chuyến bay từ hạ long đến phú quốc vào thứ hai tới,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.date_relative,flight
xin liệt kê giúp tôi chuyến bay sớm nhất có phục vụ bữa trưa từ hải phòng đến sài gòn,O O O O O O O B-flight_mod I-flight_mod O O O B-meal_description I-meal_description O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
những chuyến bay nào rời buôn ma thuột đến huế và khởi hành sau 6 giờ tối,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_time.period_of_day,flight
cho tôi biết các chuyến bay giữa cam ranh khánh hòa và điện biên phủ,O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
chuyến bay nào đi từ chu lai đến sài gòn,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
có những chuyến bay nào còn chỗ từ buôn ma thuột đến sân bay cần thơ,O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name I-toloc.airport_name,flight
cho tôi thông tin về các chuyến bay từ hạ long đến washington dc khởi hành vào thứ năm trước 9 giờ,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
liệt kê giúp tôi tất cả các chuyến bay từ thanh hóa đến đà lạt,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi biết các chuyến bay hạ cánh vào khoảng giữa trưa và đến đà nẵng từ xiêm riệp,O O O O O O O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name I-fromloc.city_name,flight
tôi muốn bay trên vna từ đà nẵng đến thành phố hồ chí minh,O O O O B-airline_code O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
thế còn các chuyến bay đến của jetstar ở hạ long thì sao,O O O O O O O B-airline_name O B-toloc.city_name I-toloc.city_name O O,flight
xin chào tôi muốn một chuyến bay jetstar từ cần thơ đến hà nội,O O O O O O O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
được rồi bạn có thể cho tôi biết loại máy bay mà vietnam airlines đang sử dụng trên các chuyến bay từ huế đến thành phố hồ chí minh được không . tôi muốn biết loại máy bay mà họ sử dụng cho các chuyến bay nào mà khởi hành vào buổi sáng trước 10 giờ,O O O O O O O O O O O O B-airline_name I-airline_name O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O O O O O O O O O O O O O O O O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time,aircraft
cho tôi biết chuyến bay sớm nhất vào ngày mùng 2 tháng 8 từ hà nội đến phuket và có phục vụ bữa ăn,O O O O O B-flight_mod I-flight_mod O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-meal I-meal,flight
tìm cho tôi chuyến bay muộn nhất rời hạ long ngày 17 tháng 8 và đến chiang mai,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O B-toloc.city_name I-toloc.city_name,flight
một chuyến bay phục vụ bữa sáng từ huế đến thành phố hồ chí minh,O O O O O B-meal_description I-meal_description O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
vui lòng cho tôi biết các chuyến bay từ buôn ma thuột đến hạ long vào sáng thứ tư có phục vụ bữa sáng,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O O B-meal_description I-meal_description,flight
có bao nhiêu chuyến bay jetstar khởi hành từ hà nội,O O O O O B-airline_name O O O B-fromloc.city_name I-fromloc.city_name,quantity
cho tôi chuyến bay sớm nhất vào ngày mai từ huế đến cà mau trên một hãng hàng không khác vna,O O O O B-flight_mod I-flight_mod O B-depart_date.today_relative I-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-mod B-airline_code,flight
tôi muốn bay từ hà nội đến cáp nhĩ tân,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
bạn có chuyến bay nào vào buổi sáng giữa cần thơ và huế không,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,flight
làm cách nào để di chuyển từ dli đến hà nội,O O O O O O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name,flight
vietnam airlines có chuyến bay nào từ thanh hóa đến thành phố hồ chí minh không,B-airline_name I-airline_name O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O,flight
những chuyến bay nào được phục vụ bởi hãng hàng không jetstar,O O O O O O O O B-airline_name I-airline_name I-airline_name I-airline_name,flight
có bao nhiêu thành phố được phục vụ bởi vna với các chuyến bay hạng nhất,O O O O O O O O O B-airline_code O O O O B-class_type I-class_type,quantity
tôi muốn xem tất cả giá vé phổ thông từ đà nẵng đến thành phố vinh,O O O O O O O B-economy I-economy O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,airfare
cho tôi thông tin về phương tiện giao thông đường bộ ở geneva,O O O O O O O O O O O O B-city_name,ground_service
cho tôi xem giá vé hạng nhất trên chuyến bay khứ hồi của vietjet từ chu lai đến phú quốc,O O O O O B-class_type I-class_type O O O B-round_trip I-round_trip O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airfare
chuyến bay từ đà lạt đến hà nội ngày mai,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.today_relative I-depart_date.today_relative,flight
cho tôi biết các sân bay ở washington dc,O O O O O O O B-city_name B-state_code,airport
từ los angeles đến thành phố hồ chí minh vào một ngày thứ sáu,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name,flight
giá vé khứ hồi hạng hai rẻ nhất từ đà lạt đến huế là bao nhiêu,O O B-round_trip I-round_trip B-class_type I-class_type B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O,airfare
liệt kê các chuyến bay từ vinh đến đà lạt,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
chuyến bay rẻ nhất từ hạ long đến đà nẵng,O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
giao thông đường bộ giữa sân bay và trung tâm thành phố ở athens,O O O O O O O O O O O O O B-toloc.city_name,ground_service
tên của các sân bay,O O O O O,airport
tôi muốn một chuyến bay một chiều từ hà nội đến maldives bạn có thể cho tôi biết giá vé cho chuyến bay đó là bao nhiêu được không tôi muốn có giá vé rẻ nhất,O O O O O B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O O O O O O O O O O O O B-cost_relative I-cost_relative,airfare#flight
các chuyến bay từ liên khương đến vii,O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.airport_code,flight
twa cung cấp những hạng dịch vụ nào,B-airline_code O O O O O O O,flight
liệt kê các chuyến bay từ cần thơ đến vinh và từ cần thơ đến thanh hóa,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
các chuyến bay từ kuala lumpur đến đà nẵng,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
những chuyến bay nào rời phú quốc kiên giang và đến hạ long quảng ninh vào thứ hai trước 4 giờ chiều,O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O O B-toloc.city_name I-toloc.city_name B-toloc.state_name I-toloc.state_name O B-arrive_date.day_name I-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
tôi muốn xem các chuyến bay sẵn có từ thanh hóa đến thành phố hồ chí minh vào thứ hai,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
cho tôi biết tất cả các chuyến bay hàng ngày rời khỏi hà nội mà có vé hạng hai,O O O O O O O O B-flight_days I-flight_days O O B-fromloc.city_name I-fromloc.city_name O O O B-class_type I-class_type,flight
tôi cần một chuyến bay vào thứ sáu từ quy nhơn đến cà mau,O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
chuyến bay muộn nhất từ thành phố hồ chí minh đến hà nội,O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
có những chuyến bay nào còn vé từ hà nội đến đà lạt,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
eastern có chuyến bay nào vào đầu giờ chiều từ boston đến san francisco không,B-airline_name O O O O O B-depart_time.period_mod B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,flight
cho tôi biết các chuyến bay từ buôn ma thuột đến thành phố vinh,O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
các hãng hàng không có chuyến bay đến phú quốc từ hà nội vào thứ sáu,O O O O O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O B-depart_date.day_name I-depart_date.day_name,airline
hiển thị các chuyến bay từ huế đến thành phố hồ chí minh,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
cho tôi biết về phương tiện giao thông trên đường bộ ở côn đảo,O O O O O O O O O O O O B-city_name I-city_name,ground_service
và chuyến bay từ cần thơ đến hà nội khởi hành sau nửa đêm,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.time_relative B-depart_time.period_of_day I-depart_time.period_of_day,flight
các hãng hàng không vẫn cung cấp những chuyến bay hạng nhất chứ ?,O O O O O O O O O O B-class_type I-class_type O O,airline
những chuyến bay nào đi từ quy nhơn đến hà nội sau 5 giờ chiều,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
vui lòng cho tôi chuyến bay sớm nhất vào ngày mai từ st . petersburg đến toronto,O O O O O O B-flight_mod I-flight_mod O B-depart_date.today_relative I-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
tôi cần bay từ hà nội đến đà nẵng vui lòng cho tôi biết lịch trình của các chuyến bay vào buổi sáng trước 8 giờ,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-flight_time I-flight_time I-flight_time I-flight_time I-flight_time I-flight_time O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
"xin chào , tôi muốn bay từ columbus đến phoenix và nối chuyến ở cincinnati",O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,flight
chuyến bay nào rẻ nhất từ hạ long đến seoul,O O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
liệt kê tất cả giá vé khứ hồi từ buôn ma thuột đến washington dc,O O O O O O B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code,airfare
din đến huế vào thứ hai ngày 12 tháng 11 năm 2020,B-fromloc.airport_code O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year,flight
vui lòng liệt kê tất cả các chuyến bay từ hà nội đến huế có phục vụ bữa ăn,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-meal I-meal,flight
chuyến bay rẻ nhất từ buôn ma thuột đến hạ long,O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn có một chuyến bay không dừng từ hongkong đến huế khởi hành vào buổi sáng thứ năm,O O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name,flight
tôi muốn biết các chuyến bay có sẵn từ hà nội đến huế và hạ cánh ở huế trước 8 giờ sáng thứ tư,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_time.period_of_day B-arrive_date.day_name I-arrive_date.day_name,flight
liệt kê tất cả các chuyến bay từ thành phố vinh đến tuy hòa,O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tất cả các chuyến bay của bamboo airways và vietnam airlines có điểm dừng tại huế,O O O O O O B-airline_name I-airline_name O B-airline_name I-airline_name O O O O B-stoploc.city_name,flight
tôi muốn có một số thông tin về giá vé cho chuyến bay từ huế đến buôn ma thuột và hạ long,O O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-toloc.city_name I-toloc.city_name,airfare
cho tôi biết các chuyến bay hạng nhất một chiều từ chu lai đến điện biên phủ khởi hành trước 10 giờ sáng,O O O O O O B-class_type I-class_type B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
giá vé rẻ nhất từ huế đến buôn ma thuột là bao nhiêu,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O,airfare
danh sách các hãng hàng không có chuyến bay không dừng vào buổi chiều từ hà nội đến cần thơ,O O O O O O O O O B-flight_stop I-flight_stop O B-arrive_time.period_of_day I-arrive_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airline
tìm chuyến bay sớm nhất từ hà nội đến thành phố hồ chí minh có phục vụ bữa ăn,O O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-meal I-meal,flight
"tôi muốn đi khứ hồi từ madrid đến warsaw và dừng lại ở brussels , cho tôi giá vé rẻ nhất",O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O O O O O B-cost_relative I-cost_relative,flight
giá vé một chiều thấp nhất từ buôn ma thuột đến hạ long là bao nhiêu,O O B-round_trip I-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O,airfare
các chuyến bay hạng hai phổ thông từ hà nội đến thành phố hồ chí minh vào ban đêm,O O O B-class_type I-class_type B-economy I-economy O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day,flight
chi phí cho xe taxi sân bay ở sân bay quốc tế đà nẵng là bao nhiêu,O O O B-transport_type I-transport_type I-transport_type I-transport_type O B-airport_name I-airport_name I-airport_name I-airport_name I-airport_name I-airport_name O O O,ground_fare
có những loại bữa ăn nào được phục vụ,O O O B-meal I-meal O O O O,meal
vui lòng liệt kê các chuyến bay rẻ nhất từ đà lạt đến đà nẵng đến vào ngày 7 tháng 5,O O O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name,flight
hiển thị chuyến bay đầu tiên từ vinh đến đà lạt,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn bay từ hà nội đến cần thơ có những hãng hàng không nào có chuyến bay từ hà nội đến cần thơ,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airline
có chuyến bay nào giữa thành phố amsterdam và tehran rời amsterdam vào buổi chiều vào khoảng 2 giờ,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
cho tôi biết tất cả các chuyến bay từ thành phố hồ chí minh đến huế,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
cho tôi chuyến bay rời phú quốc vào buổi chiều và đến huế vào buổi tối,O O O O O B-fromloc.city_name I-fromloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O O B-toloc.city_name O B-arrive_time.period_of_day I-arrive_time.period_of_day,flight
các chuyến bay từ huế đến buôn ma thuột,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
"vào ngày 23 / 11 / 2020 , tôi muốn bay từ hạ long đến huế và tôi muốn biết các chuyến bay của jetstar",O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name O B-depart_date.year O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O O O O B-airline_name,flight
ngày mai có những chuyến bay nào từ cam ranh đến cà mau,B-depart_date.today_relative I-depart_date.today_relative O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
chuyến bay nào đi từ pari đến milan và đến milan lúc 8 giờ tối vào thứ sáu,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name I-arrive_date.day_name,flight
tôi muốn một chuyến bay từ đà nẵng đến cam ranh khánh hòa,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name I-toloc.state_name,flight
vui lòng liệt kê tất cả các chuyến bay từ đà lạt đến côn đảo vào ngày 4 tháng 7 năm 2020,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year,flight
liệt kê tất cả các chuyến bay hạng nhất đến cam ranh vào buổi tối thứ hai từ thành phố hồ chí minh,O O O O O O O B-class_type I-class_type O B-toloc.city_name I-toloc.city_name O B-arrive_time.period_of_day I-arrive_time.period_of_day B-arrive_date.day_name I-arrive_date.day_name O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name,flight
tất cả các chuyến bay của jetstar đến và đi khỏi đà lạt,O O O O O O B-airline_name O O O O B-fromloc.city_name I-fromloc.city_name,flight
"được rồi , tôi muốn một chuyến bay đi từ hà nội đến maldives , tôi muốn một chuyến bay không có trạm dừng và tôi muốn rời đi vào khoảng 5 giờ chiều",O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O O B-flight_stop I-flight_stop I-flight_stop I-flight_stop O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
liệt kê tất cả các chuyến bay từ toronto đến thành phố hồ chí minh có ít nhất 3 điểm dừng,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O O O B-flight_stop I-flight_stop,flight
các chuyến bay từ hạ long đến đà nẵng,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
liệt kê các chuyến bay từ huế đến thành phố hồ chí minh sau 2 giờ chiều vào thứ hai,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name I-depart_date.day_name,flight
delta có phi cơ dc10 không,B-airline_name O O O B-aircraft_code O,aircraft
có những chuyến bay nào từ thành phố hà nội đến cam ranh,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
vietnam airlines có chuyến bay từ phú quốc đến washington dc vào thứ tư không,B-airline_name I-airline_name O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name I-depart_date.day_name O,flight
"cho tôi xem tất cả các chuyến bay vào thứ năm từ hạ long đến cần thơ , đến cần thơ trước 5 giờ chiều và có phục vụ bữa ăn",O O O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O O B-meal I-meal,flight
bạn có chuyến bay buổi chiều nào khởi hành vào buổi chiều đi từ bangkok đến moscow có một điểm dừng ở novosibirsk,O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name,flight
liệt kê các chuyến bay không dừng từ tuy hòa đến hạ long sẽ đến vào thứ hai sau 5 giờ chiều,O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-arrive_date.day_name I-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
