text,intent,is_diff,text_filter,is_diff1,new_intent
trợ lý béo kích hoạt của bóng thứ 3 sang màu tím ở tầng hầm 8 phòng ủi giúp anh,smart.home.set.color,0,trợ_lý béo kích_hoạt của bóng thứ tím ở tầng hầm,0,smart.home.set.color
đặt đèn học 1 cổng 2 tầng thượng 5 sang màu xanh lá,smart.home.set.color,0,đặt sang màu xanh lá,0,smart.home.set.color
điện màu cam,smart.home.set.color,0,màu cam,0,smart.home.set.color
điều chỉnh thiết bị quạt trần thứ 3 sang màu lam ở thư viện and lầu trệt 3,smart.home.set.color,0,điều_chỉnh thiết_bị quạt_trần thứ ở thư_viện and lầu,True,smart.home.check.status
đổi màu van nước thứ 4 sang trắng giúp tôi,smart.home.set.color,0,đổi màu sang trắng giúp tôi,0,smart.home.set.color
anh muốn em bắt đầu cho anh cái quạt treo tường 2 sang đỏ nhé,smart.home.set.color,0,anh muốn em bắt_đầu cho anh cái quạt đỏ nhé,0,smart.home.set.color
đổi màu bóng sân phòng lễ tân 5 thành lam,smart.home.set.color,0,đổi màu lam,0,smart.home.set.color
tôi cần thay màu bóng rọi 1 sang xanh nước biển,smart.home.set.color,0,tôi cần thay màu sang xanh nước_biển,0,smart.home.set.color
bạn giúp tôi chuyển màu bóng đèn sân thứ 1 thành xanh lam nhé,smart.home.set.color,0,bạn giúp tôi chuyển màu bóng_đèn xanh_lam nhé,0,smart.home.set.color
mành thứ 4 màu đỏ,smart.home.set.color,0,màu đỏ,0,smart.home.set.color
chào bạn khởi chạy giúp mình màu sắc của kịch bản 4 sang màu hồng với,smart.home.set.color,0,chào bạn khởi chạy giúp mình màu_sắc của kịch_bản hồng với,0,smart.home.set.color
trợ lý béo chế độ của đèn vách 2 sang màu màu xám ở lầu 2 phòng đọc sách giúp anh,smart.home.set.color,0,trợ_lý béo chế_độ của đèn_vách 2 xám ở lầu 2 phòng,0,smart.home.set.color
đổi màu đèn thờ phòng là 1 tầng 9 màu xanh da trời,smart.home.set.color,0,đổi màu màu xanh da_trời,0,smart.home.set.color
hãy giúp tôi kích hoạt màu van nước 1 thành màu xanh nước biển ở phòng chung 3 tầng hầm 9,smart.home.set.color,0,hãy giúp tôi kích_hoạt màu van màu xanh nước_biển ở phòng chung,0,smart.home.set.color
chế độ thiết bị cửa cuốn thứ 1 sang màu lục ở phòng em nhỏ and tầng thượng 10,smart.home.set.color,0,chế_độ thiết_bị cửa_cuốn thứ ở phòng em nhỏ 10,True,smart.home.check.status
đổi màu điều hòa 2 màu xám,smart.home.set.color,0,đổi màu,0,smart.home.set.color
chỉnh cái đèn tròn 4 hộ bạn với,smart.home.set.color,0,chỉnh cái hộ bạn với,True,smart.home.set.level
đổi màu sắc của bóng downlight thứ 4 sang tía giúp mình,smart.home.set.color,0,đổi màu_sắc của bóng tía giúp mình,0,smart.home.set.color
trợ lý béo chạy của đèn sắc màu sang màu màu violet ở lầu trệt 5 tủ giữ đồ 2 giúp anh,smart.home.set.color,0,trợ_lý béo chạy của đèn màu màu violet ở lầu anh,0,smart.home.set.color
bạn giúp mình chế độ màu đèn vách thứ 3 nhé,smart.home.set.color,0,bạn giúp mình chế_độ màu đèn_vách,0,smart.home.set.color
thay đổi cho mình bóng led 4 sang màu tím nhé,smart.home.set.color,0,thay_đổi cho mình bóng màu tím nhé,0,smart.home.set.color
trợ lý fuck boi chế độ cho anh đèn tranh thứ 1 sang màu màu tía trên hành lang 2 tầng 4,smart.home.set.color,0,trợ_lý fuck boi chế_độ cho anh đèn tranh màu tía trên hành_lang 2,0,smart.home.set.color
thay đổi màu sắc đèn sân sảnh 2 tầng 9 sang xám,smart.home.set.color,0,thay_đổi màu_sắc đèn sân,0,smart.home.set.color
thiết lập của bóng ốp trần 4 sang trắng giúp mình,smart.home.set.color,0,thiết_lập của bóng trắng giúp mình,0,smart.home.set.color
đổi mỗi công tắc 1 màu màu xám,smart.home.set.color,0,đổi mỗi màu xám,0,smart.home.set.color
hãy giúp tôi bắt đầu màu bóng hắt thành tía ở hè floornumber,smart.home.set.color,0,hãy giúp tôi bắt_đầu màu bóng tía ở hè,0,smart.home.set.color
chào bạn khởi chạy giúp mình màu sắc của ốp trần thứ 3 sang đỏ với,smart.home.set.color,0,chào bạn khởi chạy giúp mình màu_sắc của ốp đỏ với,0,smart.home.set.color
chào bạn đổi màu sắc giúp mình màu sắc của điện sang màu violet với,smart.home.set.color,0,chào bạn đổi màu_sắc giúp mình màu_sắc của điện sang violet với,0,smart.home.set.color
bạn giúp mình thay đổi màu sắc van tưới sang lam nhá,smart.home.set.color,0,bạn giúp mình thay_đổi màu_sắc van tưới nhá,True,smart.home.increase.level
chạy bóng sân ở cầu thang tầng hầm 6 sang màu xanh da trời,smart.home.set.color,0,chạy ở xanh da_trời,0,smart.home.set.color
trợ lý béo chuyển của máy lạnh thứ 3 sang màu màu lục ở tầng 10 phòng ngủ con giúp anh,smart.home.set.color,0,trợ_lý béo chuyển của máy_lạnh màu lục ở tầng 10,0,smart.home.set.color
giúp tôi kích hoạt quạt màu màu xanh lá,smart.home.set.color,0,giúp tôi kích_hoạt quạt màu xanh lá,0,smart.home.set.color
bạn thay đổi màu mành cuốn thứ 4 giúp mình nha,smart.home.set.color,0,bạn thay_đổi màu mành mình nha,0,smart.home.set.color
thay đổi màu kiểng 3 sang màu cam,smart.home.set.color,0,thay_đổi màu kiểng màu cam,0,smart.home.set.color
thay khởi chạy của bóng sợi đốt 4 sang xanh da trời ở garage 5 floornumber,smart.home.set.color,0,thay khởi chạy của sang xanh da_trời ở garage,0,smart.home.set.color
giúp tôi đổi màu sắc tivi màu màu đỏ,smart.home.set.color,0,giúp tôi đổi màu_sắc tivi màu đỏ,0,smart.home.set.color
xin chào mình cần chạy màu đèn tiết kiệm điện sang màu xanh nước biển,smart.home.set.color,0,xin chào mình cần chạy màu màu xanh nước_biển,0,smart.home.set.color
tivi 4 room màu màu tía,smart.home.set.color,0,màu màu tía,0,smart.home.set.color
bắt đầu bóng hoa 2 phòng xông hơi 5 thành màu xanh nước biển,smart.home.set.color,0,bắt_đầu bóng màu xanh nước_biển,0,smart.home.set.color
bạn giúp mình thiết lập đèn chùm 2 sang màu tím nhá,smart.home.set.color,0,bạn giúp mình thiết_lập đèn_chùm tím nhá,True,smart.home.check.status
tôi cần thay đổi màu sắc màu đèn màu sắc 3 sang xanh lam,smart.home.set.color,0,tôi cần thay_đổi màu_sắc màu đèn màu_sắc,0,smart.home.set.color
kích hoạt bóng hắt tường 3 phòng giặt ủi màu lam được không,smart.home.set.color,0,kích_hoạt bóng lam được không,0,smart.home.set.color
command đèn quảng cáo thành tím,smart.home.set.color,0,command tím,0,smart.home.set.color
thay khởi chạy của đèn nhiều màu 2 sang màu hồng ở văn phòng tầng 10,smart.home.set.color,0,thay khởi chạy của sang màu hồng ở,0,smart.home.set.color
điều chỉnh thiết bị bóng treo tường thứ 4 sang màu xám ở phòng dành cho nữ 3 and tầng hầm 2,smart.home.set.color,0,điều_chỉnh thiết_bị bóng treo xám ở phòng dành 2,0,smart.home.set.color
em ơi có thể kích hoạt bóng treo tường sang màu xanh lá không,smart.home.set.color,0,em ơi có_thể kích_hoạt bóng treo xanh lá không,0,smart.home.set.color
thay đổi màu sắc đèn tuýp ở vườn tầng thượng 8 sang màu tím,smart.home.set.color,0,thay_đổi màu_sắc đèn tuýp tầng tím,0,smart.home.set.color
thay điều chỉnh thiết bị đèn đứng bạn nhé,smart.home.set.color,0,thay điều_chỉnh thiết_bị đèn đứng,0,smart.home.set.color
chỉnh máy lạnh 1 màu lam,smart.home.set.color,0,chỉnh lam,0,smart.home.set.color
chỉnh đèn sân 2 phòng cuối màu xanh nước biển được không,smart.home.set.color,0,chỉnh màu xanh nước_biển được không,0,smart.home.set.color
đổi màu sắc màu trắng rèm đôi thứ 1 phòng sách 2 lầu trệt 1,smart.home.set.color,0,đổi màu_sắc màu trắng rèm,0,smart.home.set.color
bạn thay đổi màu sắc giúp mình tvs 2 với,smart.home.set.color,0,bạn thay_đổi màu_sắc giúp mình tvs 2,0,smart.home.set.color
thay chạy của đèn màu sắc 4 sang màu đỏ ở sảnh 2 tầng 9,smart.home.set.color,0,thay chạy của màu đỏ ở sảnh,0,smart.home.set.color
thay đổi cho mình đèn tiết kiệm điện 1 sang xám nhé,smart.home.set.color,0,thay_đổi cho mình đèn nhé,0,smart.home.set.color
bạn thay đổi màu sắc giúp mình bóng sưởi với,smart.home.set.color,0,bạn thay_đổi màu_sắc giúp mình bóng sưởi,0,smart.home.set.color
đặt mỗi nút ấn 1 màu màu xanh da trời,smart.home.set.color,0,đặt mỗi màu màu xanh da_trời,0,smart.home.set.color
bạn command màu đèn bàn thứ 2 giúp mình nha,smart.home.set.color,0,bạn command màu mình nha,0,smart.home.set.color
bắt đầu đèn trần sang xanh lam,smart.home.set.color,0,bắt_đầu đèn_trần,True,smart.home.check.status
thay đổi màu đèn hắt trần sang màu tía,smart.home.set.color,0,thay_đổi màu đèn màu tía,0,smart.home.set.color
khởi chạy điện thứ 4 thành tím,smart.home.set.color,0,khởi chạy_điện tím,0,smart.home.set.color
xin chào mình cần đổi màu sắc màu đèn thờ 2 sang màu lam,smart.home.set.color,0,xin chào mình cần đổi màu_sắc màu đèn màu lam,0,smart.home.set.color
thay đổi màu sắc màu tía đèn tranh thứ 4 phòng đọc sách tầng thượng 6,smart.home.set.color,0,thay_đổi màu_sắc màu tía đèn tranh,0,smart.home.set.color
thay command của đèn tuýp thứ 3 sang màu lục ở garage lầu trệt 6,smart.home.set.color,0,thay command của sang màu lục ở,0,smart.home.set.color
bắt đầu rgb sáng xanh da trời,smart.home.set.color,0,bắt_đầu rgb xanh da_trời,0,smart.home.set.color
bóng hoa 3 màu cam,smart.home.set.color,0,màu cam,0,smart.home.set.color
thay đổi màu sắc bóng chùm thứ 3 màu violet,smart.home.set.color,0,thay_đổi màu_sắc bóng chùm,0,smart.home.set.color
thay thay đổi thiết bị loa thứ 1 bạn nhé,smart.home.set.color,0,thay thay_đổi thiết_bị loa thứ,0,smart.home.set.color
tôi muốn bắt đầu của đèn sợi đốt 4 trợ lí cute,smart.home.set.color,0,tôi muốn bắt_đầu của đèn cute,0,smart.home.set.color
bạn giúp mình đổi cảnh sang màu hồng nhá,smart.home.set.color,0,bạn giúp mình đổi sang màu hồng nhá,0,smart.home.set.color
hãy thiết lập phòng ăn sáng xanh nước biển,smart.home.set.color,0,hãy thiết_lập phòng nước_biển,0,smart.home.set.color
hãy giúp tôi đổi màu sắc màu đèn để bàn thứ 2 thành đỏ ở phòng bố mẹ tầng hầm 7,smart.home.set.color,0,hãy giúp tôi đổi màu_sắc màu đèn đỏ ở phòng,0,smart.home.set.color
khởi chạy của đèn học thứ 2 sang tím giúp mình,smart.home.set.color,0,khởi chạy của sang tím giúp mình,0,smart.home.set.color
thay đổi cho mình đèn tường thứ 4 sang màu hồng nhé,smart.home.set.color,0,thay_đổi cho mình đèn màu hồng nhé,0,smart.home.set.color
giảm đèn ốp tường xuống mức 2,smart.home.decrease.level,0,giảm xuống mức,0,smart.home.decrease.level
hạ thấp mọi rèm thứ 4 tiền sảnh 3 xuống mức 2,smart.home.decrease.level,0,hạ thấp mọi mức 2,0,smart.home.decrease.level
bóng kiểng 3 nên được giảm đi xuống mức 2,smart.home.decrease.level,0,nên được giảm đi xuống mức,0,smart.home.decrease.level
giảm mức quạt treo tường thứ 2,smart.home.decrease.level,0,giảm mức,0,smart.home.decrease.level
giảm mức quạt trần thứ 1,smart.home.decrease.level,0,giảm mức,0,smart.home.decrease.level
mình đang muốn giảm thiết bị đèn huỳnh quang thứ 3,smart.home.decrease.level,0,mình đang muốn giảm thiết_bị đèn,0,smart.home.decrease.level
mình ở phòng quầy lễ tân đang hơi lạnh bạn giúp mình giảm đèn thờ thứ 3 về mức 1 nhé,smart.home.decrease.level,0,mình ở phòng hơi lạnh bạn giúp mình giảm đèn mức 1,0,smart.home.decrease.level
đèn tròn thứ 2 đại sảnh giảm bớt xuống mức 1,smart.home.decrease.level,0,bớt xuống mức 1,0,smart.home.decrease.level
mình đang muốn giảm thiết bị bóng ốp tường thứ 3,smart.home.decrease.level,0,mình đang muốn giảm thiết_bị bóng,0,smart.home.decrease.level
giảm device bóng tiết kiệm điện thứ 4 xuống 2 ở phòng giám đốc và 4,smart.home.decrease.level,0,giảm device 2 phòng,0,smart.home.decrease.level
giảm đèn ốp trần xuống 4 cho mình với,smart.home.decrease.level,0,giảm xuống cho mình với,True,smart.home.decrease.percentage
bạn giảm hộ mình bóng downlight thứ 2 xuống mức 2 nhé,smart.home.decrease.level,0,bạn giảm hộ mình xuống mức nhé,True,smart.home.decrease.percentage
bạn giảm hộ mình van nước 4 xuống mức 1 nhé,smart.home.decrease.level,0,bạn giảm hộ mình xuống mức nhé,True,smart.home.decrease.percentage
hạ thấp giúp tôi bóng tầng trệt 5 đi 3 mức nữa,smart.home.decrease.level,0,hạ thấp giúp tôi đi mức nữa,0,smart.home.decrease.level
em giúp tôi giảm đèn led 2 xuống mức 4 nhé anh hơi chói mắt,smart.home.decrease.level,0,em giúp tôi giảm xuống mức nhé anh hơi chói mắt,0,smart.home.decrease.level
giảm đi hết bòng hắt trần 2 room xuống mức 1,smart.home.decrease.level,0,giảm đi hết xuống mức,0,smart.home.decrease.level
mình ở phòng phòng vệ sinh 5 đang hơi lạnh bạn giúp mình giảm bóng sợi đốt thứ 3 về mức 1 nhé,smart.home.decrease.level,0,mình ở phòng hơi lạnh bạn giúp mình giảm bóng mức 1,0,smart.home.decrease.level
mình đang muốn giảm thiết bị đèn đứng,smart.home.decrease.level,0,mình đang muốn giảm thiết_bị đèn,0,smart.home.decrease.level
hạ xuống đèn sân 4 xuống mức 3,smart.home.decrease.level,0,hạ xuống xuống mức,0,smart.home.decrease.level
giảm thiết bị đèn flash thứ 1 xuống mức 5 giúp mình nhé,smart.home.decrease.level,0,giảm thiết_bị đèn mức 5 mình nhé,0,smart.home.decrease.level
giảm giúp tôi động cơ 3 xuống mức 4,smart.home.decrease.level,0,giảm giúp tôi mức 4,0,smart.home.decrease.level
giảm thiết bị rèm cửa 4 xuống mức 5 giúp mình nhé,smart.home.decrease.level,0,giảm thiết_bị rèm mức 5 mình nhé,0,smart.home.decrease.level
mình muốn giảm thiết bị đèn bàn thứ 4 xuống mức 2 bạn nhé,smart.home.decrease.level,0,mình muốn giảm thiết_bị đèn_bàn 2 bạn,0,smart.home.decrease.level
tôi muốn giảm mức độ của thiết bị đèn ốp trần 3,smart.home.decrease.level,0,tôi muốn giảm mức_độ của thiết_bị đèn ốp,0,smart.home.decrease.level
hello ngày của tôi thật thảm họa bạn giúp tôi giảm bóng hoa xuống mức 1 nhé,smart.home.decrease.level,0,hello ngày của tôi thật thảm_họa bạn giúp tôi giảm bóng mức 1,0,smart.home.decrease.level
giúp mình giảm mức độ đèn trần thứ 1 5 xuống mức 1,smart.home.decrease.level,0,giúp mình giảm mức_độ đèn_trần 1,0,smart.home.decrease.level
milo giảm đèn ngủ thứ 1 xuống mức 3 thôi,smart.home.decrease.level,0,milo giảm mức 3,0,smart.home.decrease.level
loa còi 4 nên được hạ thấp xuống mức 2,smart.home.decrease.level,0,nên được hạ thấp xuống mức,0,smart.home.decrease.level
hello ngày của tôi thật thảm họa bạn giúp tôi giảm mành cuốn thứ 4 xuống mức 3 nhé,smart.home.decrease.level,0,hello ngày của tôi thật thảm_họa bạn giúp tôi giảm mành mức 3,0,smart.home.decrease.level
giảm thiết bị đèn âm trần 3 xuống mức 4 giúp mình nhé,smart.home.decrease.level,0,giảm thiết_bị đèn mức 4 mình nhé,0,smart.home.decrease.level
giảm đèn đứng 1 4 phòng ăn 1 tầng 4 cấp 1,smart.home.decrease.level,0,giảm cấp 1,0,smart.home.decrease.level
bóng tiết kiệm điện hạ xuống đi 1 mức,smart.home.decrease.level,0,đi 1 mức,0,smart.home.decrease.level
giảm device đèn sắc màu 3 xuống 1 ở quầy lễ tân và tầng hầm 6,smart.home.decrease.level,0,giảm device xuống ở tầng_hầm,0,smart.home.decrease.level
giảm giúp mình đèn bàn 4 xuống mức 4,smart.home.decrease.level,0,giảm giúp mình mức 4,0,smart.home.decrease.level
hạ thấp đèn tuýp thứ 3 xuống mức 3,smart.home.decrease.level,0,hạ thấp xuống mức,0,smart.home.decrease.level
trợ lí ảo ơi giảm hộ mình cái rèm đôi 4 với,smart.home.decrease.level,0,trợ_lí ảo ơi giảm hộ mình cái rèm,0,smart.home.decrease.level
giảm bóng đứng 4 5 phòng họp gia đình 5 tầng 6 cấp 1,smart.home.decrease.level,0,giảm 1,0,smart.home.decrease.level
bạn có thể giúp mình giảm độ sáng của đèn treo tường xuống được không,smart.home.decrease.level,0,bạn có_thể giúp mình giảm độ sáng của đèn được không,0,smart.home.decrease.level
giảm giúp tôi đèn rủ xuống mức 2,smart.home.decrease.level,0,giảm giúp tôi xuống mức,0,smart.home.decrease.level
bạn giảm hộ mình đèn tiết kiệm điện xuống mức 2 nhé,smart.home.decrease.level,0,bạn giảm hộ mình mức 2,0,smart.home.decrease.level
trợ lí ảo ơi giảm hộ mình cái đèn flash thứ 4 với,smart.home.decrease.level,0,trợ_lí ảo ơi giảm hộ mình cái đèn,0,smart.home.decrease.level
trợ lí ảo ơi giảm hộ mình cái đèn chùm thứ 4 với,smart.home.decrease.level,0,trợ_lí ảo ơi giảm hộ mình cái đèn_chùm,0,smart.home.decrease.level
giảm giúp mình đèn hắt tường thứ 4 xuống mức 3,smart.home.decrease.level,0,giảm giúp mình xuống mức,0,smart.home.decrease.level
bạn giúp mình giảm màn cuốn ở phòng cuối nhé,smart.home.decrease.level,0,bạn giúp mình giảm ở nhé,0,smart.home.decrease.level
mành đôi 2 hạ thấp đi 2 mức,smart.home.decrease.level,0,hạ thấp đi mức,0,smart.home.decrease.level
bóng ngủ thứ 4 hạ thấp đi 1 mức,smart.home.decrease.level,0,hạ thấp đi mức,0,smart.home.decrease.level
đèn ốp tường thứ 4 giảm đi đi 2 mức,smart.home.decrease.level,0,giảm đi_đi 2,0,smart.home.decrease.level
giảm đi hết đèn cổng thứ 2 phòng trẻ em xuống mức 1,smart.home.decrease.level,0,giảm đi hết mức 1,0,smart.home.decrease.level
giảm đèn tranh thứ 1 số 1 phòng phòng chánh 5 tầng tầng hầm 10,smart.home.decrease.level,0,giảm số phòng tầng,0,smart.home.decrease.level
giảm đi giúp tôi công tắc 8 đi 1 mức nữa,smart.home.decrease.level,0,giảm đi giúp tôi 1 nữa,0,smart.home.decrease.level
giảm giúp mình bóng đứng xuống mức 2,smart.home.decrease.level,0,giảm giúp mình xuống mức,0,smart.home.decrease.level
ở phòng ăn trưa 3 tối tăm quá em giảm giúp anh 3 mức độ của đèn học 4 nhé à quên anh ở tầng tầng hầm 7 nhen,smart.home.decrease.level,0,ở tối_tăm quá em giảm giúp anh 3 của đèn học quên anh ở tầng tầng hầm,0,smart.home.decrease.level
giảm thiết bị vô tuyến thứ 4 xuống mức 4 giúp mình nhé,smart.home.decrease.level,0,giảm thiết_bị vô_tuyến 4 giúp nhé,0,smart.home.decrease.level
bạn giúp mình giảm bóng hoa 4 ở vườn nhé,smart.home.decrease.level,0,bạn giúp mình giảm ở nhé,0,smart.home.decrease.level
đèn led 1 phòng nam 3 giảm đi xuống mức 2,smart.home.decrease.level,0,giảm đi xuống mức,0,smart.home.decrease.level
hạ xuống giúp tôi điều hòa thứ 3 lầu 7 đi 2 mức nữa,smart.home.decrease.level,0,hạ xuống giúp tôi mức,0,smart.home.decrease.level
giảm giúp tôi đèn hoa thứ 1 xuống mức 2,smart.home.decrease.level,0,giảm giúp tôi xuống mức,0,smart.home.decrease.level
giảm mức điều hòa 4,smart.home.decrease.level,0,giảm mức,0,smart.home.decrease.level
giúp mình giảm mức độ nút ấn 2 5 xuống mức 1,smart.home.decrease.level,0,giúp mình giảm mức_độ nút mức 1,0,smart.home.decrease.level
đèn sân 1 phòng hạ xuống xuống mức 3,smart.home.decrease.level,0,hạ xuống xuống mức,0,smart.home.decrease.level
giảm bớt độ sáng đèn thả phòng hội nghị 4 đi 1 mức,smart.home.decrease.level,0,giảm bớt độ sáng 1,0,smart.home.decrease.level
giảm giúp tôi bóng chùm thứ 3 xuống mức 5,smart.home.decrease.level,0,giảm giúp tôi xuống mức,0,smart.home.decrease.level
giảm bóng rủ phòng sách 5 tầng hầm 8 cấp 1,smart.home.decrease.level,0,giảm cấp,0,smart.home.decrease.level
giảm ốp tường 2 phòng 1 xuống mức 1,smart.home.decrease.level,0,giảm xuống mức,0,smart.home.decrease.level
tôi muốn giảm mức độ của thiết bị đèn rủ,smart.home.decrease.level,0,tôi muốn giảm mức_độ của thiết_bị đèn rủ,0,smart.home.decrease.level
giảm đèn sân thứ 2 số 2 phòng phòng sinh hoạt chung 2 tầng tầng thượng 9,smart.home.decrease.level,0,giảm số phòng thượng,0,smart.home.decrease.level
bạn giảm hộ mình rèm đôi thứ 3 với,smart.home.decrease.level,0,bạn giảm hộ mình với,0,smart.home.decrease.level
hạ thấp độ sáng đèn tranh thứ 1 hành lang 4 đi 2 mức,smart.home.decrease.level,0,hạ thấp độ sáng 2,0,smart.home.decrease.level
đèn cổng nên được hạ xuống xuống mức 2,smart.home.decrease.level,0,nên được hạ xuống xuống mức,0,smart.home.decrease.level
ở phòng dành cho nam 3 tối tăm quá em giảm giúp anh 2 mức độ của đèn bàn 4 nhé à quên anh ở tầng tầng 9 nhen,smart.home.decrease.level,0,ở tối_tăm quá em giảm giúp anh 2 của đèn_bàn 4 anh ở tầng_tầng 9 nhen,0,smart.home.decrease.level
giảm giúp tôi đèn sắc màu 1 tầng hầm 8 đi 1 mức nữa,smart.home.decrease.level,0,giảm giúp tôi đi mức nữa,0,smart.home.decrease.level
hello ngày của tôi thật thảm họa bạn giúp tôi giảm quạt treo tường thứ 3 xuống mức 5 nhé,smart.home.decrease.level,0,hello ngày của tôi thật thảm_họa bạn giúp tôi giảm quạt mức 5,0,smart.home.decrease.level
milo hạ đèn thờ thứ 4 xuống mức 1 thôi,smart.home.decrease.level,0,milo hạ xuống mức thôi,0,smart.home.decrease.level
bạn có thể giúp mình giảm độ sáng của bóng tròn xuống được không,smart.home.decrease.level,0,bạn có_thể giúp mình giảm độ sáng của bóng_tròn không,0,smart.home.decrease.level
giảm cửa cuốn thứ 1 xuống mức 3,smart.home.decrease.level,0,giảm mức 3,0,smart.home.decrease.level
bạn giảm hộ mình bóng ốp trần với,smart.home.decrease.level,0,bạn giảm hộ mình với,0,smart.home.decrease.level
mình ở phòng phòng xông hơi 4 đang hơi lạnh bạn giúp mình giảm bóng ốp trần 2 về mức 2 nhé,smart.home.decrease.level,0,mình ở phòng đang hơi lạnh bạn giúp mình giảm về mức nhé,0,smart.home.decrease.level
quạt trần thứ 3 phòng làm việc 1 hạ xuống mức 3,smart.home.decrease.level,0,mức 3,0,smart.home.decrease.level
bạn giảm hộ mình màn cửa đôi 1 xuống mức 2 nhé,smart.home.decrease.level,0,bạn giảm hộ mình mức 2,0,smart.home.decrease.level
giảm giúp mình ti vi 2 xuống mức 4,smart.home.decrease.level,0,giảm giúp mình xuống mức,0,smart.home.decrease.level
hãy hạ động cơ thứ 1 xuống mức 3,smart.home.decrease.level,0,hãy hạ mức 3,0,smart.home.decrease.level
giảm device đèn thả xuống 1 ở nhà tắm 5 và tầng 6,smart.home.decrease.level,0,giảm device xuống ở tầng,0,smart.home.decrease.level
giảm device loa đài thứ 2 xuống 3 ở 5 và lầu trệt 10,smart.home.decrease.level,0,giảm device xuống ở và,0,smart.home.decrease.level
ở phòng nghỉ ngơi tối tăm quá em giảm giúp anh 2 mức độ của quạt thông gió thứ 4 nhé à quên anh ở tầng lầu thượng 5 nhen,smart.home.decrease.level,0,ở quá em giảm giúp anh 2 mức_độ quạt thông gió anh ở tầng lầu thượng 5,0,smart.home.decrease.level
giảm device bóng làm việc 3 xuống 1 ở lễ tân 4 và 3,smart.home.decrease.level,0,giảm device 1 lễ_tân,0,smart.home.decrease.level
hạ thấp van nước thứ 3 xuống mức 3,smart.home.decrease.level,0,hạ thấp xuống mức,0,smart.home.decrease.level
giảm ốp tường 1 xuống 5 cho mình với,smart.home.decrease.level,0,giảm xuống cho mình với,True,smart.home.decrease.percentage
giúp mình giảm mức độ cảnh 2 2 xuống mức 1,smart.home.decrease.level,0,giúp mình giảm mức_độ cảnh mức 1,0,smart.home.decrease.level
trợ lí ảo ơi giảm hộ mình cái huỳnh quang 1 với,smart.home.decrease.level,0,trợ_lí ảo ơi giảm hộ mình cái huỳnh_quang,0,smart.home.decrease.level
em giúp tôi giảm đèn trụ cổng 2 xuống mức 2 nhé anh hơi chói mắt,smart.home.decrease.level,0,em giúp tôi giảm xuống mức nhé anh hơi chói mắt,0,smart.home.decrease.level
mình ở phòng tủ giữ đồ đang hơi lạnh bạn giúp mình giảm đèn hoa thứ 2 về mức 5 nhé,smart.home.decrease.level,0,mình ở phòng đang hơi lạnh bạn giúp mình giảm về mức nhé,0,smart.home.decrease.level
hạ xuống hết bóng hắt tường phòng lễ tân 4 xuống mức 1,smart.home.decrease.level,0,hạ xuống hết mức 1,0,smart.home.decrease.level
tôi muốn giảm mức độ của thiết bị điện thứ 3,smart.home.decrease.level,0,tôi muốn giảm mức_độ của thiết_bị điện thứ,0,smart.home.decrease.level
giúp mình giảm mức độ hắt trần 2 xuống mức 1,smart.home.decrease.level,0,giúp mình giảm mức_độ hắt mức 1,0,smart.home.decrease.level
giảm giúp tôi quạt treo tường 3 xuống mức 3,smart.home.decrease.level,0,giảm giúp tôi xuống mức,0,smart.home.decrease.level
giảm đi công tắc phòng con 3 xuống mức 2,smart.home.decrease.level,0,giảm đi mức 2,0,smart.home.decrease.level
milo hạ đèn hắt tường thứ 3 xuống mức 1 thôi,smart.home.decrease.level,0,milo hạ xuống mức thôi,0,smart.home.decrease.level
hãy hạ xuống đèn sân thứ 3 xuống mức 1,smart.home.decrease.level,0,hãy hạ xuống xuống mức,0,smart.home.decrease.level
giảm loa còi thứ 4 2 tầng hầm 7 cấp 3,smart.home.decrease.level,0,giảm cấp,0,smart.home.decrease.level
giảm mức tvs 1,smart.home.decrease.level,0,giảm mức,0,smart.home.decrease.level
đèn ốp trần 2 sân giảm bớt xuống mức 3,smart.home.decrease.level,0,giảm bớt xuống mức,0,smart.home.decrease.level
giảm quạt thứ 2 số 2 phòng cầu thang tầng tầng trệt 2,smart.home.decrease.level,0,giảm số phòng trệt,0,smart.home.decrease.level
tôi muốn giảm mức độ của thiết bị bóng trang trí thứ 3,smart.home.decrease.level,0,tôi muốn giảm mức_độ của thiết_bị bóng trang_trí,0,smart.home.decrease.level
giảm bóng trang trí thứ 3 1 phòng sinh hoạt chung floornumber cấp 1,smart.home.decrease.level,0,giảm,0,smart.home.decrease.level
giúp mình giảm mức độ bóng tiết kiệm điện 2 xuống mức 1,smart.home.decrease.level,0,giúp mình giảm mức_độ bóng 1,0,smart.home.decrease.level
giảm nút ấn 3 room tầng hầm 3 cấp 3,smart.home.decrease.level,0,giảm 3,0,smart.home.decrease.level
tôi muốn giảm mức độ của thiết bị quạt 3,smart.home.decrease.level,0,tôi muốn giảm mức_độ của thiết_bị quạt 3,0,smart.home.decrease.level
giảm bớt độ sáng đèn sợi đốt phòng giặt 3 đi 3 mức,smart.home.decrease.level,0,giảm bớt độ sáng đi mức,0,smart.home.decrease.level
bạn giúp mình giảm cảnh 4 ở phòng chung 3 nhé,smart.home.decrease.level,0,bạn giúp mình giảm ở nhé,0,smart.home.decrease.level
mình đang muốn giảm thiết bị đèn hắt trần,smart.home.decrease.level,0,mình đang muốn giảm thiết_bị đèn,0,smart.home.decrease.level
